Andreas Möller;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Hansi Müller;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Rudolf Noack;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alfred Pfaff;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Uwe Reinders;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Marco Reus;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Karl-Heinz Riedle;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Bernd Schneider;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Karl-Heinz Schnellinger;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Otto Siffling;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Horst Szymaniak;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Wolfgang Weber;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Flávio;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Salem Al-Dawsari;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Salman Al-Faraj;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Fahad Al-Ghesheyan;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Saeed Al-Owairan;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Yasser Al-Qahtani;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Yousuf Al-Thunayan;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Lakhdar Belloumi;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Tedj Bensaoula;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Yacine Brahimi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Sofiane Feghouli;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Rafik Halliche;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Rabah Madjer;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Djamel Zidane;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Osvaldo Ardiles;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Ludovico Avio;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Roberto Ayala;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Rubén Ayala;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Carlos Babington;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Abel Balbo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Ernesto Belis;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Miguel Ángel Brindisi;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
José Luis Brown;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Esteban Cambiasso;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Martín Demichelis;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Ramón Díaz;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Mario Evaristo;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Héctor Facundo;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alberto Galateo;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Gabriel Heinze;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Ramón Heredia;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Gabriel Mercado;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Claudio Javier López;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Norberto Menéndez;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pedro Monzón;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Ermindo Onega;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Martín Palermo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Pedro Pasculli;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Mauricio Pineda;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Oscar Ruggeri;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
José Sanfilippo;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Javier Saviola;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Alejandro Scopelli;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alberto Tarantini;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Pedro Troglio;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Francisco Varallo;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Javier Zanetti;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Josef Bican;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Andreas Herzog;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Reinhold Hintermaier;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Karl Koller;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Erich Obermayer;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Andreas Ogris;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Bruno Pezzey;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Toni Polster;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Gerhard Rodax;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Toni Schall;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Karl Sesta;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Matthias Sindelar;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ivica Vasti?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Karl Zischek;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Michy Batshuayi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Nacer Chadli;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Lei Clijsters;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Ludo Coeck;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Henri Coppens;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alexandre Czerniatynski;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Michel De Wolf;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Stéphane Demol;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Georges Grün;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Henri Isemborghs;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Adnan Januzaj;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Thomas Meunier;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Luc Nilis;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Divock Origi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Wesley Sonck;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Peter Van Der Heyden;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Franky Vercauteren;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Patrick Vervoort;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Daniel Veyt;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Johan Walem;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Autogoles;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Erwin Sánchez;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Edin Džeko;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Vedad Ibiševi?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Miralem Pjani?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Avdija Vršajevi?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Alfredo;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Branco;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Carlos Alberto;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Clodoaldo;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Djalma Santos;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Edinho;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Edmílson;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Fernandinho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Friaça;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Gérson;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Gilberto;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Juan;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Juninho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Júnior;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Júnior;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Kaká;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Maicon;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Maneca;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Márcio Santos;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Nílton Santos;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Oscar;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Paulinho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Raí;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Reinaldo;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Renato Augusto;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Rildo;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Roberto;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Roberto Carlos;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Roberto Firmino;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Valdomiro;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Zé Roberto;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Zito;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Georgi Asparuhov;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Daniel Borimirov;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Dinko Dermendzhiev;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Plamen Getov;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Todor Kolev;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Emil Kostadinov;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Asparuh Nikodimov;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Georgi Sokolov;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Dobromir Zhechev;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Eugène Ekéké;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
David Embé;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Emmanuel Kundé;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Joël Matip;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Grégoire Mbida;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Pierre Njanka;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Ji?í Feureisl;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ivan Hašek;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Josef Kadraba;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Vlastimil Kopecký;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Josef Koš?álek;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Luboš Kubík;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Milan Luhový;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Václav Mašek;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Josef Masopust;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ji?í Sobotka;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jozef Štibrányi;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
František Svoboda;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Josef Zeman;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jan Koller;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Sergio Ahumada;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Charles Aránguiz;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Mark González;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Juan Carlos Letelier;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Rodrigo Millar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Gustavo Moscoso;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Miguel Ángel Neira;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Andrés Prieto;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Fernando Riera;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
George Robledo;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
José Luis Sierra;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Jorge Valdivia;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Eduardo Vargas;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Autogoles;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Germán Aceros;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pablo Armero;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Marcos Coll;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Radamel Falcao;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Hernán Gaviria;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Teófilo Gutiérrez;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Marino Klinger;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Harold Lozano;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Léider Preciado;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Antonio Rada;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Freddy Rincón;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Carlos Valderrama;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Francisco Zuluaga;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ji Yun-nam;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Li Dong-woon;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Pak Doo-ik;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Yang Seung-kook;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Choi Soon-ho;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Ha Seok-ju;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Hwangbo Kwan;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Huh Jung-moo;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Kim Jong-boo;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Kim Young-gwon;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Koo Ja-cheol;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Lee Chun-soo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Lee Eul-yong;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Lee Keun-ho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Park Chang-sun;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Park Chu-young;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Seo Jung-won;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Seol Ki-hyeon;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Song Chong-gug;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Bonaventure Kalou;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Salomon Kalou;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Bakari Koné;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Romaric;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Yaya Touré;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Joel Campbell;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Juan Cayasso;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Óscar Duarte;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Róger Flores;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Ronald González Brenes;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Hernán Medford;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Winston Parks;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Marco Ureña;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Kendall Waston;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Mauricio Wright;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Tomás Fernández;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
José Magriñá;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Nicklas Bendtner;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Christian Eriksen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
John Eriksen;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Thomas Helveg;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Martin Jørgensen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Mathias Jørgensen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Søren Lerby;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Peter Møller;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Allan Nielsen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Yussuf Poulsen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Marc Rieper;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Ebbe Sand;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Iván Kaviedes;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Edison Méndez;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Luis Ramírez;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Magdi Abdelghani;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Ali Thani;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Khalid Ismaïl;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Steve Archibald;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Sammy Baird;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Craig Burley;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Bobby Collins;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
John Collins;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Mo Johnston;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Peter Lorimer;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Stuart McCall;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Jackie Mudie;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jimmy Murray;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
David Narey;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
John Robertson;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Graeme Souness;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Gordon Strachan;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Kamil Kopúnek;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Milenko A?imovi?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Valter Birsa;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Sebastjan Cimiroti?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Robert Koren;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Zlatan Ljubijanki?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Abelardo;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Amancio Amaro;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Juan Manuel Asensi;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Iago Aspas;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Txiki Begiristain;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Dani;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Eloy Olaya;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Josep Maria Fusté;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Andoni Goikoetxea;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Alberto Górriz;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Pep Guardiola;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
